Lower Super Output Area,Name,LAD code,Borough,Total Mean Annual Household Income estimate,Total Median Annual Household Income estimate
E01002430,Hillingdon 007A,E09000017,Hillingdon,"£67,991","£55,369"
E01002431,Hillingdon 006C,E09000017,Hillingdon,"£66,602","£54,235"
E01002432,Hillingdon 006D,E09000017,Hillingdon,"£57,107","£46,482"
E01002433,Hillingdon 004A,E09000017,Hillingdon,"£48,859","£39,747"
E01002434,Hillingdon 007B,E09000017,Hillingdon,"£66,312","£53,998"
E01002435,Hillingdon 007C,E09000017,Hillingdon,"£67,830","£55,238"
E01002436,Hillingdon 004B,E09000017,Hillingdon,"£50,617","£41,182"
E01002437,Hillingdon 006E,E09000017,Hillingdon,"£63,872","£52,006"
E01002438,Hillingdon 003A,E09000017,Hillingdon,"£55,753","£45,376"
E01002439,Hillingdon 003B,E09000017,Hillingdon,"£39,166","£31,831"
E01002440,Hillingdon 003C,E09000017,Hillingdon,"£37,326","£30,343"
E01002441,Hillingdon 003D,E09000017,Hillingdon,"£38,383","£31,193"
E01002442,Hillingdon 003E,E09000017,Hillingdon,"£35,879","£29,182"
E01002443,Hillingdon 032A,E09000017,Hillingdon,"£35,528","£28,901"
E01002444,Hillingdon 031A,E09000017,Hillingdon,"£35,781","£29,103"
E01002445,Hillingdon 029A,E09000017,Hillingdon,"£29,029","£23,684"
E01002446,Hillingdon 031B,E09000017,Hillingdon,"£36,436","£29,629"
E01002447,Hillingdon 031C,E09000017,Hillingdon,"£32,798","£26,709"
E01002448,Hillingdon 032B,E09000017,Hillingdon,"£32,841","£26,744"
E01002449,Hillingdon 032C,E09000017,Hillingdon,"£32,093","£26,143"
E01002450,Hillingdon 014A,E09000017,Hillingdon,"£42,681","£34,702"
E01002451,Hillingdon 014B,E09000017,Hillingdon,"£45,964","£37,382"
E01002452,Hillingdon 014C,E09000017,Hillingdon,"£46,810","£38,074"
E01002453,Hillingdon 014D,E09000017,Hillingdon,"£39,977","£32,493"
E01002454,Hillingdon 014E,E09000017,Hillingdon,"£35,209","£28,644"
E01002455,Hillingdon 019D,E09000017,Hillingdon,"£36,353","£29,562"
E01002456,Hillingdon 017C,E09000017,Hillingdon,"£36,026","£29,300"
E01002457,Hillingdon 019E,E09000017,Hillingdon,"£32,261","£26,278"
E01002458,Hillingdon 011A,E09000017,Hillingdon,"£65,999","£53,743"
E01002459,Hillingdon 011B,E09000017,Hillingdon,"£62,992","£51,288"
E01002460,Hillingdon 011C,E09000017,Hillingdon,"£56,461","£45,954"
E01002461,Hillingdon 013A,E09000017,Hillingdon,"£65,450","£53,294"
E01002462,Hillingdon 011D,E09000017,Hillingdon,"£68,016","£55,390"
E01002463,Hillingdon 013B,E09000017,Hillingdon,"£62,269","£50,697"
E01002464,Hillingdon 011E,E09000017,Hillingdon,"£54,464","£44,323"
E01002465,Hillingdon 009A,E09000017,Hillingdon,"£43,290","£35,199"
E01002466,Hillingdon 010B,E09000017,Hillingdon,"£51,014","£41,506"
E01002467,Hillingdon 009B,E09000017,Hillingdon,"£49,892","£40,590"
E01002468,Hillingdon 010C,E09000017,Hillingdon,"£51,179","£41,641"
E01002469,Hillingdon 010D,E09000017,Hillingdon,"£50,868","£41,387"
E01002470,Hillingdon 007D,E09000017,Hillingdon,"£46,996","£38,225"
E01002471,Hillingdon 008E,E09000017,Hillingdon,"£53,895","£43,859"
E01002472,Hillingdon 002A,E09000017,Hillingdon,"£50,867","£41,386"
E01002473,Hillingdon 001A,E09000017,Hillingdon,"£72,436","£59,000"
E01002474,Hillingdon 002B,E09000017,Hillingdon,"£55,655","£45,296"
E01002475,Hillingdon 001B,E09000017,Hillingdon,"£52,538","£42,751"
E01002476,Hillingdon 001C,E09000017,Hillingdon,"£75,199","£61,255"
E01002477,Hillingdon 001D,E09000017,Hillingdon,"£65,881","£53,647"
E01002478,Hillingdon 002C,E09000017,Hillingdon,"£57,783","£47,034"
E01002479,Hillingdon 004C,E09000017,Hillingdon,"£45,357","£36,887"
E01002480,Hillingdon 004D,E09000017,Hillingdon,"£63,667","£51,839"
E01002481,Hillingdon 004E,E09000017,Hillingdon,"£42,895","£34,876"
E01002482,Hillingdon 001E,E09000017,Hillingdon,"£72,096","£58,722"
E01002483,Hillingdon 002D,E09000017,Hillingdon,"£48,279","£39,273"
E01002484,Hillingdon 002E,E09000017,Hillingdon,"£44,677","£36,331"
E01002485,Hillingdon 002F,E09000017,Hillingdon,"£42,227","£34,331"
E01002486,Hillingdon 028A,E09000017,Hillingdon,"£32,934","£26,818"
E01002487,Hillingdon 028B,E09000017,Hillingdon,"£31,498","£25,665"
E01002488,Hillingdon 030B,E09000017,Hillingdon,"£33,399","£27,191"
E01002489,Hillingdon 030C,E09000017,Hillingdon,"£32,897","£26,788"
E01002490,Hillingdon 030D,E09000017,Hillingdon,"£32,994","£26,867"
E01002491,Hillingdon 032D,E09000017,Hillingdon,"£30,509","£24,872"
E01002492,Hillingdon 030E,E09000017,Hillingdon,"£32,915","£26,803"
E01002493,Hillingdon 032E,E09000017,Hillingdon,"£29,264","£23,872"
E01002494,Hillingdon 009C,E09000017,Hillingdon,"£39,834","£32,377"
E01002495,Hillingdon 010E,E09000017,Hillingdon,"£48,415","£39,384"
E01002496,Hillingdon 033A,E09000017,Hillingdon,"£38,065","£30,937"
E01002497,Hillingdon 033B,E09000017,Hillingdon,"£37,489","£30,475"
E01002498,Hillingdon 033C,E09000017,Hillingdon,"£48,160","£39,176"
E01002499,Hillingdon 033D,E09000017,Hillingdon,"£41,014","£33,340"
E01002501,Hillingdon 026B,E09000017,Hillingdon,"£35,085","£28,545"
E01002502,Hillingdon 026C,E09000017,Hillingdon,"£31,597","£25,745"
E01002503,Hillingdon 027C,E09000017,Hillingdon,"£30,450","£24,824"
E01002504,Hillingdon 027D,E09000017,Hillingdon,"£33,787","£27,503"
E01002505,Hillingdon 026D,E09000017,Hillingdon,"£28,734","£23,447"
E01002506,Hillingdon 027E,E09000017,Hillingdon,"£27,962","£22,827"
E01002507,Hillingdon 027F,E09000017,Hillingdon,"£33,156","£26,996"
E01002508,Hillingdon 026E,E09000017,Hillingdon,"£27,878","£22,760"
E01002509,Hillingdon 017D,E09000017,Hillingdon,"£52,217","£42,489"
E01002511,Hillingdon 017E,E09000017,Hillingdon,"£37,668","£30,618"
E01002512,Hillingdon 013C,E09000017,Hillingdon,"£62,596","£50,964"
E01002513,Hillingdon 013D,E09000017,Hillingdon,"£56,060","£45,627"
E01002514,Hillingdon 015C,E09000017,Hillingdon,"£46,863","£38,117"
E01002515,Hillingdon 015D,E09000017,Hillingdon,"£40,727","£33,106"
E01002516,Hillingdon 013E,E09000017,Hillingdon,"£61,029","£49,684"
E01002518,Hillingdon 022C,E09000017,Hillingdon,"£43,069","£35,018"
E01002519,Hillingdon 022D,E09000017,Hillingdon,"£32,265","£26,281"
E01002520,Hillingdon 016B,E09000017,Hillingdon,"£36,759","£29,889"
E01002521,Hillingdon 016C,E09000017,Hillingdon,"£32,368","£26,364"
E01002523,Hillingdon 016D,E09000017,Hillingdon,"£37,380","£30,387"
E01002525,Hillingdon 029B,E09000017,Hillingdon,"£42,217","£34,322"
E01002526,Hillingdon 028C,E09000017,Hillingdon,"£32,205","£26,233"
E01002527,Hillingdon 031D,E09000017,Hillingdon,"£34,058","£27,721"
E01002528,Hillingdon 028D,E09000017,Hillingdon,"£31,433","£25,613"
E01002529,Hillingdon 029C,E09000017,Hillingdon,"£36,320","£29,536"
E01002530,Hillingdon 029D,E09000017,Hillingdon,"£28,608","£23,346"
E01002531,Hillingdon 029E,E09000017,Hillingdon,"£40,591","£32,995"
E01002532,Hillingdon 028E,E09000017,Hillingdon,"£32,483","£26,456"
E01002533,Hillingdon 005A,E09000017,Hillingdon,"£42,663","£34,687"
E01002534,Hillingdon 005B,E09000017,Hillingdon,"£54,831","£44,623"
E01002535,Hillingdon 007E,E09000017,Hillingdon,"£58,330","£47,481"
E01002536,Hillingdon 009D,E09000017,Hillingdon,"£56,324","£45,842"
E01002537,Hillingdon 009E,E09000017,Hillingdon,"£58,757","£47,829"
E01002538,Hillingdon 005C,E09000017,Hillingdon,"£46,362","£37,708"
E01002539,Hillingdon 005D,E09000017,Hillingdon,"£53,608","£43,624"
E01002540,Hillingdon 020C,E09000017,Hillingdon,"£32,350","£26,349"
E01002541,Hillingdon 023A,E09000017,Hillingdon,"£39,637","£32,216"
E01002542,Hillingdon 020D,E09000017,Hillingdon,"£29,777","£24,284"
E01002543,Hillingdon 020E,E09000017,Hillingdon,"£30,791","£25,098"
E01002544,Hillingdon 023B,E09000017,Hillingdon,"£38,081","£30,950"
E01002545,Hillingdon 023C,E09000017,Hillingdon,"£29,107","£23,746"
E01002546,Hillingdon 023D,E09000017,Hillingdon,"£34,763","£28,286"
E01002547,Hillingdon 023E,E09000017,Hillingdon,"£31,580","£25,731"
E01002548,Hillingdon 025A,E09000017,Hillingdon,"£30,129","£24,566"
E01002549,Hillingdon 025B,E09000017,Hillingdon,"£37,090","£30,154"
E01002550,Hillingdon 022E,E09000017,Hillingdon,"£32,743","£26,665"
E01002551,Hillingdon 025C,E09000017,Hillingdon,"£32,597","£26,548"
E01002552,Hillingdon 025D,E09000017,Hillingdon,"£32,524","£26,489"
E01002553,Hillingdon 025E,E09000017,Hillingdon,"£31,773","£25,887"
E01002554,Hillingdon 022F,E09000017,Hillingdon,"£33,809","£27,521"
E01032577,Hillingdon 033E,E09000017,Hillingdon,"£45,091","£36,670"
E01033724,Hillingdon 016F,E09000017,Hillingdon,"£35,337","£28,747"
E01033725,Hillingdon 015F,E09000017,Hillingdon,"£38,042","£30,918"
E01002555,Hounslow 022A,E09000018,Hounslow,"£37,999","£29,805"
E01002556,Hounslow 022B,E09000018,Hounslow,"£37,054","£29,068"
E01002557,Hounslow 023A,E09000018,Hounslow,"£34,738","£27,259"
E01002558,Hounslow 023B,E09000018,Hounslow,"£33,394","£26,210"
E01002559,Hounslow 023C,E09000018,Hounslow,"£35,137","£27,571"
E01002560,Hounslow 023D,E09000018,Hounslow,"£33,179","£26,043"
E01002561,Hounslow 023E,E09000018,Hounslow,"£30,469","£23,928"
E01002562,Hounslow 003A,E09000018,Hounslow,"£36,777","£28,851"
E01002563,Hounslow 006A,E09000018,Hounslow,"£50,929","£39,958"
E01002564,Hounslow 003B,E09000018,Hounslow,"£35,716","£28,023"
E01002565,Hounslow 006B,E09000018,Hounslow,"£45,516","£35,705"
E01002566,Hounslow 003C,E09000018,Hounslow,"£34,466","£27,047"
E01002567,Hounslow 006C,E09000018,Hounslow,"£52,891","£41,498"
E01002568,Hounslow 003D,E09000018,Hounslow,"£33,063","£25,952"
E01002569,Hounslow 001A,E09000018,Hounslow,"£72,399","£56,823"
E01002570,Hounslow 001B,E09000018,Hounslow,"£65,731","£51,585"
E01002571,Hounslow 007A,E09000018,Hounslow,"£81,473","£63,950"
E01002572,Hounslow 007B,E09000018,Hounslow,"£35,693","£28,005"
E01002573,Hounslow 001C,E09000018,Hounslow,"£80,499","£63,185"
E01002574,Hounslow 001D,E09000018,Hounslow,"£71,610","£56,203"
E01002575,Hounslow 001E,E09000018,Hounslow,"£77,336","£60,700"
E01002576,Hounslow 008A,E09000018,Hounslow,"£53,780","£42,197"
E01002577,Hounslow 007C,E09000018,Hounslow,"£70,713","£55,498"
E01002578,Hounslow 007D,E09000018,Hounslow,"£75,713","£59,425"
E01002579,Hounslow 008B,E09000018,Hounslow,"£71,797","£56,349"
E01002580,Hounslow 008C,E09000018,Hounslow,"£52,795","£41,423"
E01002581,Hounslow 008D,E09000018,Hounslow,"£66,058","£51,842"
E01002582,Hounslow 008E,E09000018,Hounslow,"£74,549","£58,511"
E01002583,Hounslow 013A,E09000018,Hounslow,"£36,848","£28,907"
E01002584,Hounslow 013B,E09000018,Hounslow,"£33,240","£26,090"
E01002585,Hounslow 013C,E09000018,Hounslow,"£31,492","£24,726"
E01002586,Hounslow 013D,E09000018,Hounslow,"£35,207","£27,626"
E01002587,Hounslow 016A,E09000018,Hounslow,"£33,174","£26,038"
E01002588,Hounslow 016B,E09000018,Hounslow,"£25,928","£20,383"
E01002589,Hounslow 013E,E09000018,Hounslow,"£32,003","£25,124"
E01002590,Hounslow 022C,E09000018,Hounslow,"£36,291","£28,472"
E01002591,Hounslow 024A,E09000018,Hounslow,"£34,422","£27,013"
E01002592,Hounslow 022D,E09000018,Hounslow,"£33,454","£26,258"
E01002593,Hounslow 024B,E09000018,Hounslow,"£37,019","£29,040"
E01002594,Hounslow 024C,E09000018,Hounslow,"£36,084","£28,311"
E01002595,Hounslow 022E,E09000018,Hounslow,"£33,694","£26,445"
E01002596,Hounslow 027A,E09000018,Hounslow,"£35,804","£28,092"
E01002598,Hounslow 025B,E09000018,Hounslow,"£31,912","£25,054"
E01002599,Hounslow 025C,E09000018,Hounslow,"£33,596","£26,368"
E01002600,Hounslow 025D,E09000018,Hounslow,"£33,277","£26,120"
E01002601,Hounslow 027B,E09000018,Hounslow,"£38,296","£30,037"
E01002602,Hounslow 027C,E09000018,Hounslow,"£43,976","£34,496"
E01002603,Hounslow 025E,E09000018,Hounslow,"£37,127","£29,124"
E01002604,Hounslow 026A,E09000018,Hounslow,"£29,640","£23,281"
E01002605,Hounslow 026B,E09000018,Hounslow,"£32,193","£25,273"
E01002606,Hounslow 026C,E09000018,Hounslow,"£28,184","£22,144"
E01002607,Hounslow 026D,E09000018,Hounslow,"£35,229","£27,643"
E01002608,Hounslow 028A,E09000018,Hounslow,"£33,593","£26,366"
E01002609,Hounslow 028B,E09000018,Hounslow,"£40,259","£31,576"
E01002610,Hounslow 028C,E09000018,Hounslow,"£34,018","£26,698"
E01002611,Hounslow 024D,E09000018,Hounslow,"£37,674","£29,551"
E01002612,Hounslow 024E,E09000018,Hounslow,"£34,803","£27,311"
E01002613,Hounslow 024F,E09000018,Hounslow,"£36,446","£28,593"
E01002614,Hounslow 027D,E09000018,Hounslow,"£38,261","£30,010"
E01002615,Hounslow 026E,E09000018,Hounslow,"£30,085","£23,627"
E01002616,Hounslow 027E,E09000018,Hounslow,"£38,235","£29,989"
E01002617,Hounslow 028D,E09000018,Hounslow,"£48,388","£37,961"
E01002618,Hounslow 011A,E09000018,Hounslow,"£46,612","£36,566"
E01002619,Hounslow 010A,E09000018,Hounslow,"£36,338","£28,509"
E01002620,Hounslow 004A,E09000018,Hounslow,"£32,946","£25,861"
E01002621,Hounslow 011B,E09000018,Hounslow,"£35,617","£27,946"
E01002622,Hounslow 010B,E09000018,Hounslow,"£38,113","£29,894"
E01002623,Hounslow 011C,E09000018,Hounslow,"£34,783","£27,295"
E01002624,Hounslow 017A,E09000018,Hounslow,"£34,341","£26,949"
E01002625,Hounslow 004B,E09000018,Hounslow,"£35,802","£28,090"
E01002626,Hounslow 004C,E09000018,Hounslow,"£36,593","£28,708"
E01002627,Hounslow 004D,E09000018,Hounslow,"£31,909","£25,052"
E01002628,Hounslow 011D,E09000018,Hounslow,"£40,812","£32,010"
E01002629,Hounslow 011E,E09000018,Hounslow,"£38,556","£30,239"
E01002630,Hounslow 012A,E09000018,Hounslow,"£41,762","£32,756"
E01002631,Hounslow 004E,E09000018,Hounslow,"£35,035","£27,491"
E01002632,Hounslow 010C,E09000018,Hounslow,"£38,128","£29,905"
E01002633,Hounslow 005A,E09000018,Hounslow,"£27,153","£21,339"
E01002634,Hounslow 005B,E09000018,Hounslow,"£25,947","£20,398"
E01002635,Hounslow 010D,E09000018,Hounslow,"£37,280","£29,243"
E01002636,Hounslow 010E,E09000018,Hounslow,"£35,133","£27,568"
E01002637,Hounslow 005C,E09000018,Hounslow,"£27,860","£21,891"
E01002638,Hounslow 005D,E09000018,Hounslow,"£31,145","£24,455"
E01002639,Hounslow 012B,E09000018,Hounslow,"£42,543","£33,370"
E01002640,Hounslow 012C,E09000018,Hounslow,"£40,473","£31,744"
E01002641,Hounslow 018A,E09000018,Hounslow,"£36,126","£28,343"
E01002642,Hounslow 015A,E09000018,Hounslow,"£38,370","£30,094"
E01002643,Hounslow 015B,E09000018,Hounslow,"£37,569","£29,469"
E01002645,Hounslow 015C,E09000018,Hounslow,"£35,105","£27,546"
E01002646,Hounslow 017B,E09000018,Hounslow,"£31,088","£24,410"
E01002647,Hounslow 021A,E09000018,Hounslow,"£35,337","£27,727"
E01002648,Hounslow 018C,E09000018,Hounslow,"£36,305","£28,483"
E01002649,Hounslow 018D,E09000018,Hounslow,"£35,420","£27,792"
E01002650,Hounslow 021B,E09000018,Hounslow,"£35,407","£27,781"
E01002651,Hounslow 021C,E09000018,Hounslow,"£36,620","£28,729"
E01002652,Hounslow 021D,E09000018,Hounslow,"£36,746","£28,827"
E01002653,Hounslow 019A,E09000018,Hounslow,"£41,967","£32,917"
E01002654,Hounslow 019B,E09000018,Hounslow,"£44,925","£35,241"
E01002655,Hounslow 019C,E09000018,Hounslow,"£47,289","£37,098"
E01002656,Hounslow 019D,E09000018,Hounslow,"£46,994","£36,866"
E01002657,Hounslow 018E,E09000018,Hounslow,"£50,110","£39,314"
E01002658,Hounslow 015D,E09000018,Hounslow,"£58,565","£45,955"
E01002659,Hounslow 019E,E09000018,Hounslow,"£40,847","£32,038"
E01002660,Hounslow 016C,E09000018,Hounslow,"£35,999","£28,244"
E01002661,Hounslow 016D,E09000018,Hounslow,"£35,902","£28,168"
E01002662,Hounslow 017C,E09000018,Hounslow,"£41,626","£32,650"
E01002663,Hounslow 017D,E09000018,Hounslow,"£32,740","£25,700"
E01002664,Hounslow 017E,E09000018,Hounslow,"£35,639","£27,963"
E01002665,Hounslow 016E,E09000018,Hounslow,"£31,339","£24,606"
E01002666,Hounslow 021E,E09000018,Hounslow,"£33,572","£26,350"
E01002667,Hounslow 020A,E09000018,Hounslow,"£46,526","£36,499"
E01002668,Hounslow 014A,E09000018,Hounslow,"£48,076","£37,716"
E01002669,Hounslow 014B,E09000018,Hounslow,"£32,850","£25,786"
E01002670,Hounslow 020B,E09000018,Hounslow,"£42,418","£33,272"
E01002671,Hounslow 020C,E09000018,Hounslow,"£48,266","£37,866"
E01002672,Hounslow 020D,E09000018,Hounslow,"£33,716","£26,462"
E01002673,Hounslow 020E,E09000018,Hounslow,"£25,268","£19,867"
E01002674,Hounslow 012D,E09000018,Hounslow,"£56,519","£44,348"
E01002675,Hounslow 009A,E09000018,Hounslow,"£55,706","£43,710"
E01002676,Hounslow 012E,E09000018,Hounslow,"£61,398","£48,181"
E01002677,Hounslow 015E,E09000018,Hounslow,"£45,886","£35,996"
E01002678,Hounslow 009B,E09000018,Hounslow,"£54,925","£43,096"
E01002679,Hounslow 009C,E09000018,Hounslow,"£50,799","£39,855"
E01002680,Hounslow 009D,E09000018,Hounslow,"£52,199","£40,955"
E01002681,Hounslow 014C,E09000018,Hounslow,"£37,348","£29,297"
E01002682,Hounslow 014D,E09000018,Hounslow,"£42,610","£33,423"
E01002683,Hounslow 014E,E09000018,Hounslow,"£52,032","£40,823"
E01002684,Hounslow 006D,E09000018,Hounslow,"£47,201","£37,029"
E01002686,Hounslow 006E,E09000018,Hounslow,"£32,587","£25,580"
E01002687,Hounslow 029A,E09000018,Hounslow,"£65,886","£51,707"
E01002689,Hounslow 007E,E09000018,Hounslow,"£60,111","£47,170"
E01002690,Hounslow 007F,E09000018,Hounslow,"£80,872","£63,478"
E01002691,Hounslow 029B,E09000018,Hounslow,"£53,335","£41,847"
E01002692,Hounslow 029C,E09000018,Hounslow,"£55,521","£43,565"
E01002693,Hounslow 029D,E09000018,Hounslow,"£60,008","£47,089"
E01032573,Hounslow 029E,E09000018,Hounslow,"£65,629","£51,505"
E01033000,Hounslow 025F,E09000018,Hounslow,"£30,231","£23,741"
E01033030,Hounslow 025G,E09000018,Hounslow,"£45,932","£36,032"
E01033081,Hounslow 003F,E09000018,Hounslow,"£46,556","£36,522"
E01033082,Hounslow 003G,E09000018,Hounslow,"£43,059","£33,775"
E01033083,Hounslow 018F,E09000018,Hounslow,"£53,885","£42,279"
E01033084,Hounslow 018G,E09000018,Hounslow,"£33,993","£26,678"
E01002694,Islington 019A,E09000019,Islington,"£37,247","£26,707"
E01002695,Islington 021A,E09000019,Islington,"£47,854","£34,441"
E01002696,Islington 020A,E09000019,Islington,"£73,960","£53,155"
E01002697,Islington 019B,E09000019,Islington,"£35,773","£25,632"
E01002698,Islington 017A,E09000019,Islington,"£66,034","£47,477"
E01002699,Islington 017B,E09000019,Islington,"£72,818","£52,338"
E01002700,Islington 017C,E09000019,Islington,"£105,345","£75,640"
E01002701,Islington 023A,E09000019,Islington,"£43,031","£30,924"
E01002702,Islington 023B,E09000019,Islington,"£42,149","£30,281"
E01002703,Islington 023C,E09000019,Islington,"£40,845","£29,330"
E01002704,Islington 023D,E09000019,Islington,"£51,485","£37,054"
E01002706,Islington 023E,E09000019,Islington,"£44,783","£32,202"
E01002707,Islington 022B,E09000019,Islington,"£49,015","£35,285"
E01002708,Islington 015A,E09000019,Islington,"£40,631","£29,175"
E01002709,Islington 019C,E09000019,Islington,"£40,335","£28,959"
E01002710,Islington 019D,E09000019,Islington,"£42,414","£30,475"
E01002711,Islington 021B,E09000019,Islington,"£52,132","£37,518"
E01002712,Islington 015B,E09000019,Islington,"£47,141","£33,922"
E01002713,Islington 015C,E09000019,Islington,"£35,668","£25,555"
E01002714,Islington 017D,E09000019,Islington,"£78,981","£56,752"
E01002715,Islington 019E,E09000019,Islington,"£34,161","£24,456"
E01002716,Islington 014A,E09000019,Islington,"£41,057","£29,485"
E01002717,Islington 016A,E09000019,Islington,"£64,103","£46,094"
E01002718,Islington 014B,E09000019,Islington,"£75,937","£54,572"
E01002719,Islington 016B,E09000019,Islington,"£75,783","£54,462"
E01002720,Islington 016C,E09000019,Islington,"£37,981","£27,242"
E01002721,Islington 014C,E09000019,Islington,"£53,135","£38,237"
E01002722,Islington 018A,E09000019,Islington,"£43,326","£31,140"
E01002723,Islington 022C,E09000019,Islington,"£41,475","£29,790"
E01002724,Islington 022D,E09000019,Islington,"£80,912","£58,136"
E01002725,Islington 022E,E09000019,Islington,"£41,649","£29,917"
E01002726,Islington 022F,E09000019,Islington,"£51,867","£37,328"
E01002727,Islington 021C,E09000019,Islington,"£60,162","£43,271"
E01002728,Islington 021D,E09000019,Islington,"£44,515","£32,007"
E01002729,Islington 021E,E09000019,Islington,"£65,762","£47,283"
E01002730,Islington 007A,E09000019,Islington,"£46,077","£33,146"
E01002731,Islington 007B,E09000019,Islington,"£48,037","£34,575"
E01002732,Islington 005A,E09000019,Islington,"£38,104","£27,332"
E01002733,Islington 007C,E09000019,Islington,"£65,097","£46,806"
E01002734,Islington 005B,E09000019,Islington,"£32,183","£23,014"
E01002735,Islington 003A,E09000019,Islington,"£44,207","£31,782"
E01002736,Islington 005C,E09000019,Islington,"£34,285","£24,547"
E01002737,Islington 005D,E09000019,Islington,"£35,856","£25,693"
E01002738,Islington 009A,E09000019,Islington,"£64,973","£46,717"
E01002739,Islington 013A,E09000019,Islington,"£78,627","£56,499"
E01002740,Islington 013B,E09000019,Islington,"£88,818","£63,800"
E01002741,Islington 009B,E09000019,Islington,"£38,063","£27,302"
E01002742,Islington 006A,E09000019,Islington,"£83,415","£59,929"
E01002743,Islington 009C,E09000019,Islington,"£56,239","£40,460"
E01002744,Islington 009D,E09000019,Islington,"£66,931","£48,120"
E01002745,Islington 013C,E09000019,Islington,"£70,992","£51,029"
E01002747,Islington 006B,E09000019,Islington,"£72,560","£52,153"
E01002748,Islington 006C,E09000019,Islington,"£44,049","£31,667"
E01002749,Islington 006D,E09000019,Islington,"£51,668","£37,185"
E01002751,Islington 005E,E09000019,Islington,"£38,866","£27,887"
E01002752,Islington 009E,E09000019,Islington,"£53,065","£38,186"
E01002753,Islington 002A,E09000019,Islington,"£41,893","£30,095"
E01002754,Islington 002B,E09000019,Islington,"£72,448","£52,073"
E01002755,Islington 001A,E09000019,Islington,"£41,438","£29,763"
E01002756,Islington 001B,E09000019,Islington,"£59,032","£42,461"
E01002757,Islington 002C,E09000019,Islington,"£52,427","£37,729"
E01002758,Islington 001C,E09000019,Islington,"£36,945","£26,487"
E01002759,Islington 002D,E09000019,Islington,"£67,035","£48,194"
E01002760,Islington 002E,E09000019,Islington,"£37,979","£27,241"
E01002762,Islington 011C,E09000019,Islington,"£59,401","£42,726"
E01002763,Islington 007D,E09000019,Islington,"£41,819","£30,041"
E01002764,Islington 010A,E09000019,Islington,"£42,786","£30,746"
E01002765,Islington 015D,E09000019,Islington,"£37,665","£27,012"
E01002766,Islington 015E,E09000019,Islington,"£34,484","£24,692"
E01002767,Islington 011D,E09000019,Islington,"£41,676","£29,936"
E01002768,Islington 004A,E09000019,Islington,"£48,137","£34,648"
E01002769,Islington 008A,E09000019,Islington,"£61,909","£44,522"
E01002770,Islington 004B,E09000019,Islington,"£56,909","£40,940"
E01002771,Islington 004C,E09000019,Islington,"£49,380","£35,546"
E01002772,Islington 002F,E09000019,Islington,"£46,020","£33,104"
E01002773,Islington 004D,E09000019,Islington,"£34,078","£24,396"
E01002774,Islington 004E,E09000019,Islington,"£48,133","£34,645"
E01002775,Islington 014D,E09000019,Islington,"£67,446","£48,489"
E01002776,Islington 014E,E09000019,Islington,"£48,821","£35,147"
E01002777,Islington 012A,E09000019,Islington,"£56,334","£40,528"
E01002778,Islington 012B,E09000019,Islington,"£34,964","£25,042"
E01002779,Islington 012C,E09000019,Islington,"£60,907","£43,804"
E01002780,Islington 014F,E09000019,Islington,"£56,436","£40,602"
E01002781,Islington 012D,E09000019,Islington,"£46,286","£33,298"
E01002782,Islington 012E,E09000019,Islington,"£37,209","£26,679"
E01002783,Islington 010B,E09000019,Islington,"£39,740","£28,524"
E01002784,Islington 010C,E09000019,Islington,"£41,708","£29,960"
E01002785,Islington 008B,E09000019,Islington,"£67,136","£48,267"
E01002786,Islington 010D,E09000019,Islington,"£41,120","£29,531"
E01002787,Islington 010E,E09000019,Islington,"£41,816","£30,038"
E01002788,Islington 008C,E09000019,Islington,"£64,958","£46,706"
E01002789,Islington 008D,E09000019,Islington,"£83,387","£59,910"
E01002790,Islington 016D,E09000019,Islington,"£42,683","£30,671"
E01002791,Islington 016E,E09000019,Islington,"£74,197","£53,326"
E01002792,Islington 017E,E09000019,Islington,"£74,520","£53,557"
E01002793,Islington 016F,E09000019,Islington,"£48,769","£35,109"
E01002794,Islington 020B,E09000019,Islington,"£70,743","£50,851"
E01002795,Islington 013D,E09000019,Islington,"£55,319","£39,801"
E01002796,Islington 013E,E09000019,Islington,"£64,313","£46,245"
E01002797,Islington 018B,E09000019,Islington,"£46,127","£33,182"
E01002798,Islington 018C,E09000019,Islington,"£74,883","£53,817"
E01002799,Islington 018D,E09000019,Islington,"£43,124","£30,992"
E01002800,Islington 018E,E09000019,Islington,"£35,768","£25,628"
E01002801,Islington 020C,E09000019,Islington,"£83,401","£59,919"
E01002802,Islington 020D,E09000019,Islington,"£78,985","£56,756"
E01002803,Islington 020E,E09000019,Islington,"£62,553","£44,983"
E01002804,Islington 001D,E09000019,Islington,"£40,787","£29,289"
E01002805,Islington 003B,E09000019,Islington,"£49,644","£35,735"
E01002806,Islington 003C,E09000019,Islington,"£55,996","£40,286"
E01002807,Islington 001E,E09000019,Islington,"£40,892","£29,365"
E01002808,Islington 003D,E09000019,Islington,"£49,333","£35,513"
E01002809,Islington 003E,E09000019,Islington,"£45,814","£32,954"
E01002810,Islington 003F,E09000019,Islington,"£45,175","£32,488"
E01002811,Islington 001F,E09000019,Islington,"£44,362","£31,895"
E01033486,Islington 011E,E09000019,Islington,"£44,526","£32,015"
E01033487,Islington 011F,E09000019,Islington,"£63,799","£45,876"
E01033488,Islington 011G,E09000019,Islington,"£44,992","£32,355"
E01033489,Islington 022G,E09000019,Islington,"£73,354","£52,722"
