Lower Super Output Area,Name,LAD code,Borough,Total Mean Annual Household Income estimate,Total Median Annual Household Income estimate
E01000001,City of London 001A,E09000001,City of London,"£74,846","£58,347"
E01000002,City of London 001B,E09000001,City of London,"£73,325","£57,159"
E01000003,City of London 001C,E09000001,City of London,"£44,130","£34,387"
E01000005,City of London 001E,E09000001,City of London,"£30,781","£24,000"
E01032739,City of London 001F,E09000001,City of London,"£68,022","£53,017"
E01032740,City of London 001G,E09000001,City of London,"£67,266","£52,427"
E01000006,Barking and Dagenham 016A,E09000002,Barking and Dagenham,"£46,141","£39,141"
E01000007,Barking and Dagenham 015A,E09000002,Barking and Dagenham,"£30,822","£26,229"
E01000008,Barking and Dagenham 015B,E09000002,Barking and Dagenham,"£28,359","£24,204"
E01000009,Barking and Dagenham 016B,E09000002,Barking and Dagenham,"£38,261","£32,464"
E01000010,Barking and Dagenham 015C,E09000002,Barking and Dagenham,"£37,277","£31,630"
E01000011,Barking and Dagenham 016C,E09000002,Barking and Dagenham,"£33,133","£28,129"
E01000012,Barking and Dagenham 015D,E09000002,Barking and Dagenham,"£32,617","£27,705"
E01000013,Barking and Dagenham 013A,E09000002,Barking and Dagenham,"£32,742","£27,808"
E01000014,Barking and Dagenham 013B,E09000002,Barking and Dagenham,"£32,308","£27,451"
E01000015,Barking and Dagenham 009A,E09000002,Barking and Dagenham,"£31,525","£26,807"
E01000016,Barking and Dagenham 009B,E09000002,Barking and Dagenham,"£33,564","£28,484"
E01000017,Barking and Dagenham 009C,E09000002,Barking and Dagenham,"£32,479","£27,591"
E01000018,Barking and Dagenham 009D,E09000002,Barking and Dagenham,"£33,843","£28,721"
E01000019,Barking and Dagenham 023A,E09000002,Barking and Dagenham,"£33,770","£28,659"
E01000020,Barking and Dagenham 023B,E09000002,Barking and Dagenham,"£33,995","£28,850"
E01000021,Barking and Dagenham 008A,E09000002,Barking and Dagenham,"£30,890","£26,285"
E01000022,Barking and Dagenham 008B,E09000002,Barking and Dagenham,"£35,700","£30,295"
E01000023,Barking and Dagenham 008C,E09000002,Barking and Dagenham,"£33,986","£28,842"
E01000024,Barking and Dagenham 008D,E09000002,Barking and Dagenham,"£33,338","£28,298"
E01000025,Barking and Dagenham 008E,E09000002,Barking and Dagenham,"£34,076","£28,918"
E01000027,Barking and Dagenham 001A,E09000002,Barking and Dagenham,"£31,995","£27,194"
E01000028,Barking and Dagenham 001B,E09000002,Barking and Dagenham,"£30,915","£26,306"
E01000029,Barking and Dagenham 001C,E09000002,Barking and Dagenham,"£43,034","£36,508"
E01000030,Barking and Dagenham 001D,E09000002,Barking and Dagenham,"£29,508","£25,149"
E01000031,Barking and Dagenham 002A,E09000002,Barking and Dagenham,"£47,995","£40,711"
E01000032,Barking and Dagenham 002B,E09000002,Barking and Dagenham,"£40,236","£34,137"
E01000033,Barking and Dagenham 006A,E09000002,Barking and Dagenham,"£30,600","£26,046"
E01000034,Barking and Dagenham 003A,E09000002,Barking and Dagenham,"£36,749","£31,183"
E01000035,Barking and Dagenham 010A,E09000002,Barking and Dagenham,"£37,206","£31,571"
E01000036,Barking and Dagenham 010B,E09000002,Barking and Dagenham,"£43,059","£36,530"
E01000037,Barking and Dagenham 003B,E09000002,Barking and Dagenham,"£52,891","£44,859"
E01000038,Barking and Dagenham 003C,E09000002,Barking and Dagenham,"£46,891","£39,776"
E01000039,Barking and Dagenham 003D,E09000002,Barking and Dagenham,"£45,153","£38,303"
E01000040,Barking and Dagenham 019A,E09000002,Barking and Dagenham,"£32,533","£27,636"
E01000041,Barking and Dagenham 017A,E09000002,Barking and Dagenham,"£33,990","£28,845"
E01000042,Barking and Dagenham 017B,E09000002,Barking and Dagenham,"£30,690","£26,121"
E01000043,Barking and Dagenham 019B,E09000002,Barking and Dagenham,"£33,452","£28,391"
E01000044,Barking and Dagenham 016D,E09000002,Barking and Dagenham,"£35,327","£29,978"
E01000045,Barking and Dagenham 017C,E09000002,Barking and Dagenham,"£34,783","£29,517"
E01000046,Barking and Dagenham 017D,E09000002,Barking and Dagenham,"£32,992","£28,014"
E01000048,Barking and Dagenham 021B,E09000002,Barking and Dagenham,"£24,121","£20,719"
E01000049,Barking and Dagenham 021C,E09000002,Barking and Dagenham,"£27,743","£23,697"
E01000050,Barking and Dagenham 019C,E09000002,Barking and Dagenham,"£32,049","£27,238"
E01000051,Barking and Dagenham 021D,E09000002,Barking and Dagenham,"£23,806","£20,461"
E01000052,Barking and Dagenham 019D,E09000002,Barking and Dagenham,"£32,775","£27,835"
E01000053,Barking and Dagenham 020A,E09000002,Barking and Dagenham,"£31,904","£27,119"
E01000054,Barking and Dagenham 018A,E09000002,Barking and Dagenham,"£34,017","£28,868"
E01000055,Barking and Dagenham 018B,E09000002,Barking and Dagenham,"£34,378","£29,174"
E01000056,Barking and Dagenham 018C,E09000002,Barking and Dagenham,"£32,965","£27,991"
E01000057,Barking and Dagenham 012A,E09000002,Barking and Dagenham,"£33,159","£28,151"
E01000058,Barking and Dagenham 018D,E09000002,Barking and Dagenham,"£34,157","£28,987"
E01000059,Barking and Dagenham 013C,E09000002,Barking and Dagenham,"£32,947","£27,976"
E01000060,Barking and Dagenham 006B,E09000002,Barking and Dagenham,"£32,337","£27,475"
E01000061,Barking and Dagenham 006C,E09000002,Barking and Dagenham,"£24,440","£20,982"
E01000062,Barking and Dagenham 006D,E09000002,Barking and Dagenham,"£34,748","£29,488"
E01000063,Barking and Dagenham 004A,E09000002,Barking and Dagenham,"£32,681","£27,758"
E01000064,Barking and Dagenham 006E,E09000002,Barking and Dagenham,"£32,736","£27,803"
E01000065,Barking and Dagenham 007A,E09000002,Barking and Dagenham,"£31,645","£26,906"
E01000066,Barking and Dagenham 011A,E09000002,Barking and Dagenham,"£43,557","£36,951"
E01000067,Barking and Dagenham 011B,E09000002,Barking and Dagenham,"£47,084","£39,939"
E01000068,Barking and Dagenham 016E,E09000002,Barking and Dagenham,"£50,176","£42,559"
E01000069,Barking and Dagenham 011C,E09000002,Barking and Dagenham,"£55,729","£47,264"
E01000070,Barking and Dagenham 011D,E09000002,Barking and Dagenham,"£52,181","£44,258"
E01000071,Barking and Dagenham 011E,E09000002,Barking and Dagenham,"£46,041","£39,056"
E01000072,Barking and Dagenham 017E,E09000002,Barking and Dagenham,"£29,631","£25,250"
E01000073,Barking and Dagenham 012B,E09000002,Barking and Dagenham,"£33,157","£28,149"
E01000074,Barking and Dagenham 012C,E09000002,Barking and Dagenham,"£32,665","£27,744"
E01000075,Barking and Dagenham 012D,E09000002,Barking and Dagenham,"£34,043","£28,890"
E01000076,Barking and Dagenham 012E,E09000002,Barking and Dagenham,"£31,348","£26,661"
E01000077,Barking and Dagenham 008F,E09000002,Barking and Dagenham,"£31,503","£26,789"
E01000078,Barking and Dagenham 007B,E09000002,Barking and Dagenham,"£30,616","£26,060"
E01000079,Barking and Dagenham 009E,E09000002,Barking and Dagenham,"£32,165","£27,333"
E01000080,Barking and Dagenham 007C,E09000002,Barking and Dagenham,"£31,995","£27,194"
E01000081,Barking and Dagenham 007D,E09000002,Barking and Dagenham,"£33,174","£28,163"
E01000082,Barking and Dagenham 007E,E09000002,Barking and Dagenham,"£33,237","£28,215"
E01000083,Barking and Dagenham 007F,E09000002,Barking and Dagenham,"£32,008","£27,204"
E01000084,Barking and Dagenham 013D,E09000002,Barking and Dagenham,"£32,285","£27,432"
E01000085,Barking and Dagenham 013E,E09000002,Barking and Dagenham,"£30,100","£25,635"
E01000086,Barking and Dagenham 013F,E09000002,Barking and Dagenham,"£34,128","£28,962"
E01000087,Barking and Dagenham 020B,E09000002,Barking and Dagenham,"£32,352","£27,487"
E01000088,Barking and Dagenham 020C,E09000002,Barking and Dagenham,"£37,771","£32,049"
E01000089,Barking and Dagenham 020D,E09000002,Barking and Dagenham,"£34,417","£29,207"
E01000090,Barking and Dagenham 020E,E09000002,Barking and Dagenham,"£36,849","£31,268"
E01000091,Barking and Dagenham 022A,E09000002,Barking and Dagenham,"£27,765","£23,715"
E01000092,Barking and Dagenham 019E,E09000002,Barking and Dagenham,"£37,556","£31,867"
E01000093,Barking and Dagenham 022B,E09000002,Barking and Dagenham,"£28,561","£24,370"
E01000094,Barking and Dagenham 022C,E09000002,Barking and Dagenham,"£39,146","£33,214"
E01000095,Barking and Dagenham 018E,E09000002,Barking and Dagenham,"£41,482","£35,193"
E01000096,Barking and Dagenham 022D,E09000002,Barking and Dagenham,"£27,221","£23,269"
E01000097,Barking and Dagenham 023C,E09000002,Barking and Dagenham,"£33,008","£28,026"
E01000098,Barking and Dagenham 023D,E09000002,Barking and Dagenham,"£32,143","£27,315"
E01000099,Barking and Dagenham 023E,E09000002,Barking and Dagenham,"£35,178","£29,852"
E01000100,Barking and Dagenham 004B,E09000002,Barking and Dagenham,"£32,848","£27,895"
E01000101,Barking and Dagenham 004C,E09000002,Barking and Dagenham,"£31,902","£27,117"
E01000102,Barking and Dagenham 007G,E09000002,Barking and Dagenham,"£33,670","£28,575"
E01000103,Barking and Dagenham 014A,E09000002,Barking and Dagenham,"£30,852","£26,253"
E01000104,Barking and Dagenham 014B,E09000002,Barking and Dagenham,"£29,854","£25,434"
E01000105,Barking and Dagenham 014C,E09000002,Barking and Dagenham,"£29,803","£25,391"
E01000106,Barking and Dagenham 014D,E09000002,Barking and Dagenham,"£29,732","£25,333"
E01000107,Barking and Dagenham 010C,E09000002,Barking and Dagenham,"£38,577","£32,732"
E01000108,Barking and Dagenham 010D,E09000002,Barking and Dagenham,"£37,289","£31,641"
E01000109,Barking and Dagenham 004D,E09000002,Barking and Dagenham,"£39,617","£33,613"
E01000110,Barking and Dagenham 002C,E09000002,Barking and Dagenham,"£52,664","£44,667"
E01000111,Barking and Dagenham 002D,E09000002,Barking and Dagenham,"£34,685","£29,434"
E01000112,Barking and Dagenham 002E,E09000002,Barking and Dagenham,"£40,827","£34,638"
E01000113,Barking and Dagenham 002F,E09000002,Barking and Dagenham,"£42,391","£35,963"
E01000114,Barking and Dagenham 004E,E09000002,Barking and Dagenham,"£38,957","£33,054"
E01032580,Barking and Dagenham 023F,E09000002,Barking and Dagenham,"£32,535","£27,638"
E01033587,Barking and Dagenham 021E,E09000002,Barking and Dagenham,"£31,535","£26,815"
E01033588,Barking and Dagenham 021F,E09000002,Barking and Dagenham,"£31,161","£26,508"
E01000115,Barnet 009A,E09000003,Barnet,"£59,116","£45,902"
E01000116,Barnet 009B,E09000003,Barnet,"£44,696","£34,695"
E01000117,Barnet 010A,E09000003,Barnet,"£42,225","£32,774"
E01000118,Barnet 010B,E09000003,Barnet,"£42,960","£33,346"
E01000119,Barnet 009C,E09000003,Barnet,"£51,811","£40,225"
E01000120,Barnet 009D,E09000003,Barnet,"£54,528","£42,336"
E01000121,Barnet 010C,E09000003,Barnet,"£31,342","£24,343"
E01000122,Barnet 009E,E09000003,Barnet,"£50,237","£39,001"
E01000123,Barnet 010D,E09000003,Barnet,"£40,482","£31,424"
E01000124,Barnet 010E,E09000003,Barnet,"£33,548","£26,051"
E01000125,Barnet 024A,E09000003,Barnet,"£29,106","£22,610"
E01000126,Barnet 026A,E09000003,Barnet,"£28,229","£21,931"
E01000127,Barnet 024B,E09000003,Barnet,"£28,760","£22,342"
E01000128,Barnet 024C,E09000003,Barnet,"£31,055","£24,121"
E01000129,Barnet 024D,E09000003,Barnet,"£27,617","£21,456"
E01000130,Barnet 021A,E09000003,Barnet,"£32,089","£24,922"
E01000131,Barnet 024E,E09000003,Barnet,"£35,660","£27,688"
E01000132,Barnet 021B,E09000003,Barnet,"£30,655","£23,810"
E01000133,Barnet 021C,E09000003,Barnet,"£29,502","£22,917"
E01000134,Barnet 024F,E09000003,Barnet,"£31,374","£24,368"
E01000135,Barnet 038A,E09000003,Barnet,"£58,100","£45,112"
E01000136,Barnet 038B,E09000003,Barnet,"£89,527","£69,537"
E01000137,Barnet 041A,E09000003,Barnet,"£32,417","£25,175"
E01000138,Barnet 040A,E09000003,Barnet,"£38,321","£29,749"
E01000139,Barnet 041B,E09000003,Barnet,"£50,785","£39,427"
E01000140,Barnet 041C,E09000003,Barnet,"£40,013","£31,060"
E01000141,Barnet 039A,E09000003,Barnet,"£32,814","£25,483"
E01000142,Barnet 040B,E09000003,Barnet,"£37,952","£29,464"
E01000143,Barnet 041D,E09000003,Barnet,"£29,843","£23,181"
E01000144,Barnet 038C,E09000003,Barnet,"£54,339","£42,189"
E01000145,Barnet 037A,E09000003,Barnet,"£53,002","£41,150"
E01000146,Barnet 038D,E09000003,Barnet,"£43,571","£33,821"
E01000147,Barnet 030A,E09000003,Barnet,"£38,453","£29,852"
E01000148,Barnet 030B,E09000003,Barnet,"£29,532","£22,940"
E01000150,Barnet 036A,E09000003,Barnet,"£36,188","£28,097"
E01000151,Barnet 026B,E09000003,Barnet,"£25,215","£19,596"
E01000152,Barnet 026C,E09000003,Barnet,"£26,720","£20,762"
E01000153,Barnet 026D,E09000003,Barnet,"£27,697","£21,519"
E01000154,Barnet 026E,E09000003,Barnet,"£26,170","£20,336"
E01000155,Barnet 030D,E09000003,Barnet,"£33,295","£25,856"
E01000156,Barnet 022A,E09000003,Barnet,"£48,361","£37,543"
E01000157,Barnet 022B,E09000003,Barnet,"£39,311","£30,517"
E01000158,Barnet 015A,E09000003,Barnet,"£40,171","£31,183"
E01000159,Barnet 015B,E09000003,Barnet,"£42,277","£32,814"
E01000160,Barnet 015C,E09000003,Barnet,"£53,257","£41,349"
E01000161,Barnet 015D,E09000003,Barnet,"£40,177","£31,188"
E01000162,Barnet 015E,E09000003,Barnet,"£39,406","£30,590"
E01000163,Barnet 022C,E09000003,Barnet,"£32,192","£25,001"
E01000164,Barnet 022D,E09000003,Barnet,"£34,318","£26,649"
E01000165,Barnet 022E,E09000003,Barnet,"£44,155","£34,274"
E01000166,Barnet 003A,E09000003,Barnet,"£41,934","£32,549"
E01000167,Barnet 002A,E09000003,Barnet,"£34,466","£26,763"
E01000168,Barnet 003B,E09000003,Barnet,"£60,097","£46,664"
E01000169,Barnet 003C,E09000003,Barnet,"£45,002","£34,933"
E01000170,Barnet 006A,E09000003,Barnet,"£38,396","£29,807"
E01000171,Barnet 006B,E09000003,Barnet,"£36,280","£28,168"
E01000172,Barnet 003D,E09000003,Barnet,"£50,201","£38,973"
E01000173,Barnet 006C,E09000003,Barnet,"£48,296","£37,493"
E01000174,Barnet 006D,E09000003,Barnet,"£37,349","£28,997"
E01000175,Barnet 006E,E09000003,Barnet,"£51,978","£40,354"
E01000176,Barnet 027A,E09000003,Barnet,"£33,281","£25,845"
E01000177,Barnet 029A,E09000003,Barnet,"£54,455","£42,279"
E01000178,Barnet 027B,E09000003,Barnet,"£52,135","£40,477"
E01000179,Barnet 029B,E09000003,Barnet,"£52,005","£40,376"
E01000180,Barnet 029C,E09000003,Barnet,"£41,027","£31,846"
E01000181,Barnet 029D,E09000003,Barnet,"£61,776","£47,969"
E01000182,Barnet 029E,E09000003,Barnet,"£58,841","£45,688"
E01000183,Barnet 033A,E09000003,Barnet,"£60,789","£47,202"
E01000184,Barnet 027C,E09000003,Barnet,"£31,959","£24,821"
E01000185,Barnet 029F,E09000003,Barnet,"£28,702","£22,297"
E01000186,Barnet 014A,E09000003,Barnet,"£62,120","£48,237"
E01000187,Barnet 014B,E09000003,Barnet,"£42,229","£32,777"
E01000188,Barnet 014C,E09000003,Barnet,"£64,562","£50,135"
E01000189,Barnet 014D,E09000003,Barnet,"£26,704","£20,749"
E01000190,Barnet 014E,E09000003,Barnet,"£55,605","£43,173"
E01000191,Barnet 014F,E09000003,Barnet,"£60,040","£46,620"
E01000192,Barnet 018A,E09000003,Barnet,"£43,858","£34,044"
E01000193,Barnet 018B,E09000003,Barnet,"£46,787","£36,320"
E01000194,Barnet 018C,E09000003,Barnet,"£37,242","£28,913"
E01000195,Barnet 013A,E09000003,Barnet,"£30,486","£23,680"
E01000196,Barnet 028A,E09000003,Barnet,"£42,044","£32,634"
E01000197,Barnet 023A,E09000003,Barnet,"£46,650","£36,214"
E01000198,Barnet 025A,E09000003,Barnet,"£54,618","£42,406"
E01000199,Barnet 025B,E09000003,Barnet,"£63,631","£49,411"
E01000200,Barnet 028B,E09000003,Barnet,"£55,223","£42,876"
E01000201,Barnet 028C,E09000003,Barnet,"£74,514","£57,869"
E01000202,Barnet 028D,E09000003,Barnet,"£63,148","£49,035"
E01000203,Barnet 028E,E09000003,Barnet,"£40,474","£31,417"
E01000204,Barnet 025C,E09000003,Barnet,"£57,149","£44,374"
E01000205,Barnet 035A,E09000003,Barnet,"£70,783","£54,969"
E01000206,Barnet 033B,E09000003,Barnet,"£106,846","£82,997"
E01000207,Barnet 033C,E09000003,Barnet,"£79,329","£61,611"
E01000208,Barnet 033D,E09000003,Barnet,"£71,120","£55,231"
E01000209,Barnet 035B,E09000003,Barnet,"£70,646","£54,863"
E01000210,Barnet 033E,E09000003,Barnet,"£69,665","£54,100"
E01000211,Barnet 035C,E09000003,Barnet,"£39,980","£31,035"
E01000212,Barnet 035D,E09000003,Barnet,"£73,892","£57,386"
E01000213,Barnet 033F,E09000003,Barnet,"£98,527","£76,531"
E01000214,Barnet 038E,E09000003,Barnet,"£65,946","£51,210"
E01000215,Barnet 037B,E09000003,Barnet,"£51,051","£39,634"
E01000216,Barnet 035E,E09000003,Barnet,"£57,944","£44,991"
E01000217,Barnet 035F,E09000003,Barnet,"£58,919","£45,748"
E01000218,Barnet 037C,E09000003,Barnet,"£51,466","£39,956"
E01000219,Barnet 037D,E09000003,Barnet,"£42,215","£32,767"
E01000220,Barnet 037E,E09000003,Barnet,"£41,962","£32,570"
E01000221,Barnet 039B,E09000003,Barnet,"£27,934","£21,702"
E01000222,Barnet 040C,E09000003,Barnet,"£33,218","£25,796"
E01000223,Barnet 039C,E09000003,Barnet,"£31,157","£24,199"
E01000224,Barnet 040D,E09000003,Barnet,"£37,462","£29,084"
E01000225,Barnet 037F,E09000003,Barnet,"£59,993","£46,584"
E01000226,Barnet 018D,E09000003,Barnet,"£28,538","£22,171"
E01000227,Barnet 018E,E09000003,Barnet,"£48,612","£37,738"
E01000228,Barnet 007A,E09000003,Barnet,"£54,473","£42,294"
E01000229,Barnet 013B,E09000003,Barnet,"£36,445","£28,296"
E01000230,Barnet 013C,E09000003,Barnet,"£48,207","£37,423"
E01000231,Barnet 013D,E09000003,Barnet,"£40,104","£31,131"
E01000232,Barnet 013E,E09000003,Barnet,"£47,558","£36,919"
E01000233,Barnet 013F,E09000003,Barnet,"£48,880","£37,947"
E01000234,Barnet 021D,E09000003,Barnet,"£50,174","£38,953"
E01000235,Barnet 021E,E09000003,Barnet,"£34,791","£27,015"
E01000236,Barnet 034A,E09000003,Barnet,"£49,966","£38,790"
E01000237,Barnet 032A,E09000003,Barnet,"£48,120","£37,356"
E01000238,Barnet 034B,E09000003,Barnet,"£42,310","£32,840"
E01000239,Barnet 031A,E09000003,Barnet,"£37,610","£29,198"
E01000240,Barnet 031B,E09000003,Barnet,"£39,954","£31,015"
E01000241,Barnet 031C,E09000003,Barnet,"£49,762","£38,632"
E01000242,Barnet 032B,E09000003,Barnet,"£50,802","£39,441"
E01000243,Barnet 032C,E09000003,Barnet,"£38,492","£29,882"
E01000244,Barnet 032D,E09000003,Barnet,"£39,921","£30,989"
E01000245,Barnet 032E,E09000003,Barnet,"£31,050","£24,117"
E01000246,Barnet 002B,E09000003,Barnet,"£53,918","£41,862"
E01000247,Barnet 002C,E09000003,Barnet,"£49,129","£38,140"
E01000248,Barnet 001A,E09000003,Barnet,"£55,748","£43,285"
E01000249,Barnet 001B,E09000003,Barnet,"£64,126","£49,796"
E01000250,Barnet 001C,E09000003,Barnet,"£46,233","£35,889"
E01000251,Barnet 002D,E09000003,Barnet,"£39,335","£30,535"
E01000252,Barnet 002E,E09000003,Barnet,"£43,781","£33,984"
E01000253,Barnet 007B,E09000003,Barnet,"£72,184","£56,058"
E01000254,Barnet 001D,E09000003,Barnet,"£63,128","£49,020"
E01000255,Barnet 017A,E09000003,Barnet,"£40,421","£31,377"
E01000256,Barnet 016A,E09000003,Barnet,"£55,215","£42,870"
E01000257,Barnet 017B,E09000003,Barnet,"£31,707","£24,626"
E01000258,Barnet 016B,E09000003,Barnet,"£54,660","£42,438"
E01000259,Barnet 025D,E09000003,Barnet,"£45,908","£35,637"
E01000260,Barnet 025E,E09000003,Barnet,"£40,870","£31,725"
E01000261,Barnet 017C,E09000003,Barnet,"£60,420","£46,915"
E01000262,Barnet 017D,E09000003,Barnet,"£42,419","£32,924"
E01000263,Barnet 016C,E09000003,Barnet,"£79,007","£61,361"
E01000264,Barnet 016D,E09000003,Barnet,"£41,096","£31,899"
E01000265,Barnet 011A,E09000003,Barnet,"£36,858","£28,616"
E01000266,Barnet 011B,E09000003,Barnet,"£65,149","£50,591"
E01000267,Barnet 005A,E09000003,Barnet,"£53,127","£41,248"
E01000268,Barnet 005B,E09000003,Barnet,"£40,832","£31,695"
E01000269,Barnet 005C,E09000003,Barnet,"£51,005","£39,598"
E01000270,Barnet 005D,E09000003,Barnet,"£55,089","£42,772"
E01000271,Barnet 008A,E09000003,Barnet,"£56,858","£44,147"
E01000272,Barnet 008B,E09000003,Barnet,"£74,579","£57,919"
E01000273,Barnet 008C,E09000003,Barnet,"£45,090","£35,001"
E01000274,Barnet 011C,E09000003,Barnet,"£38,657","£30,010"
E01000275,Barnet 012A,E09000003,Barnet,"£51,763","£40,187"
E01000276,Barnet 020A,E09000003,Barnet,"£71,693","£55,677"
E01000277,Barnet 012B,E09000003,Barnet,"£37,776","£29,327"
E01000278,Barnet 020B,E09000003,Barnet,"£70,439","£54,702"
E01000279,Barnet 007C,E09000003,Barnet,"£85,298","£66,250"
E01000280,Barnet 007D,E09000003,Barnet,"£77,277","£60,017"
E01000281,Barnet 008D,E09000003,Barnet,"£38,817","£30,134"
E01000282,Barnet 008E,E09000003,Barnet,"£59,498","£46,199"
E01000283,Barnet 012C,E09000003,Barnet,"£73,308","£56,931"
E01000284,Barnet 012D,E09000003,Barnet,"£39,432","£30,610"
E01000285,Barnet 004A,E09000003,Barnet,"£39,954","£31,015"
E01000286,Barnet 007E,E09000003,Barnet,"£35,006","£27,182"
E01000287,Barnet 004B,E09000003,Barnet,"£34,772","£27,000"
E01000288,Barnet 004C,E09000003,Barnet,"£42,269","£32,808"
E01000289,Barnet 004D,E09000003,Barnet,"£27,820","£21,614"
E01000290,Barnet 007F,E09000003,Barnet,"£39,584","£30,728"
E01000291,Barnet 004E,E09000003,Barnet,"£29,148","£22,643"
E01000292,Barnet 001E,E09000003,Barnet,"£46,725","£36,272"
E01000293,Barnet 001F,E09000003,Barnet,"£57,685","£44,790"
E01000294,Barnet 004F,E09000003,Barnet,"£43,666","£33,895"
E01000295,Barnet 023B,E09000003,Barnet,"£53,444","£41,493"
E01000296,Barnet 023C,E09000003,Barnet,"£45,755","£35,518"
E01000297,Barnet 027D,E09000003,Barnet,"£39,857","£30,940"
E01000298,Barnet 023D,E09000003,Barnet,"£44,410","£34,473"
E01000299,Barnet 019A,E09000003,Barnet,"£39,036","£30,304"
E01000300,Barnet 019B,E09000003,Barnet,"£47,066","£36,537"
E01000301,Barnet 020C,E09000003,Barnet,"£64,238","£49,882"
E01000302,Barnet 019C,E09000003,Barnet,"£39,786","£30,885"
E01000303,Barnet 020D,E09000003,Barnet,"£61,407","£47,683"
E01000304,Barnet 020E,E09000003,Barnet,"£46,018","£35,723"
E01000305,Barnet 036B,E09000003,Barnet,"£31,168","£24,208"
E01000306,Barnet 036C,E09000003,Barnet,"£36,130","£28,052"
E01000307,Barnet 039D,E09000003,Barnet,"£33,948","£26,362"
E01000308,Barnet 036D,E09000003,Barnet,"£24,740","£19,228"
E01000309,Barnet 031D,E09000003,Barnet,"£45,768","£35,528"
E01000310,Barnet 034C,E09000003,Barnet,"£38,348","£29,770"
E01000311,Barnet 034D,E09000003,Barnet,"£66,453","£51,604"
E01000312,Barnet 036E,E09000003,Barnet,"£31,579","£24,526"
E01000313,Barnet 036F,E09000003,Barnet,"£33,802","£26,249"
E01000314,Barnet 032F,E09000003,Barnet,"£47,920","£37,200"
E01000315,Barnet 022F,E09000003,Barnet,"£31,937","£24,804"
E01000316,Barnet 027E,E09000003,Barnet,"£38,503","£29,890"
E01000317,Barnet 019D,E09000003,Barnet,"£46,146","£35,822"
E01000318,Barnet 019E,E09000003,Barnet,"£44,857","£34,820"
E01000319,Barnet 027F,E09000003,Barnet,"£52,431","£40,706"
E01000320,Barnet 011D,E09000003,Barnet,"£49,636","£38,534"
E01000321,Barnet 012E,E09000003,Barnet,"£41,860","£32,491"
E01000322,Barnet 011E,E09000003,Barnet,"£40,280","£31,267"
E01000323,Barnet 019F,E09000003,Barnet,"£38,290","£29,726"
E01000324,Barnet 015F,E09000003,Barnet,"£45,067","£34,983"
E01033572,Barnet 030E,E09000003,Barnet,"£36,033","£27,977"
E01033573,Barnet 030F,E09000003,Barnet,"£37,007","£28,731"
E01000325,Bexley 014A,E09000004,Bexley,"£53,950","£43,468"
E01000326,Bexley 014B,E09000004,Bexley,"£43,062","£34,670"
E01000327,Bexley 017A,E09000004,Bexley,"£52,476","£42,277"
E01000328,Bexley 017B,E09000004,Bexley,"£45,444","£36,595"
E01000329,Bexley 017C,E09000004,Bexley,"£38,740","£31,179"
E01000330,Bexley 017D,E09000004,Bexley,"£37,031","£29,818"
E01000331,Bexley 017E,E09000004,Bexley,"£34,390","£27,715"
E01000332,Bexley 005A,E09000004,Bexley,"£37,695","£30,347"
E01000333,Bexley 003A,E09000004,Bexley,"£33,258","£26,813"
E01000334,Bexley 006A,E09000004,Bexley,"£40,881","£32,908"
E01000335,Bexley 003B,E09000004,Bexley,"£31,727","£25,593"
E01000336,Bexley 003C,E09000004,Bexley,"£29,772","£24,036"
E01000337,Bexley 003D,E09000004,Bexley,"£36,423","£29,334"
E01000338,Bexley 003E,E09000004,Bexley,"£36,406","£29,320"
E01000339,Bexley 025A,E09000004,Bexley,"£42,634","£34,324"
E01000340,Bexley 018A,E09000004,Bexley,"£38,865","£31,279"
E01000341,Bexley 022A,E09000004,Bexley,"£44,606","£35,918"
E01000342,Bexley 022B,E09000004,Bexley,"£43,489","£35,015"
E01000343,Bexley 022C,E09000004,Bexley,"£44,800","£36,074"
E01000344,Bexley 025B,E09000004,Bexley,"£47,226","£38,035"
E01000345,Bexley 022D,E09000004,Bexley,"£51,936","£41,840"
E01000346,Bexley 021A,E09000004,Bexley,"£45,089","£36,308"
E01000347,Bexley 021B,E09000004,Bexley,"£38,225","£30,769"
E01000348,Bexley 020A,E09000004,Bexley,"£59,972","£48,333"
E01000349,Bexley 020B,E09000004,Bexley,"£53,964","£43,479"
E01000350,Bexley 021C,E09000004,Bexley,"£47,348","£38,133"
E01000351,Bexley 024A,E09000004,Bexley,"£45,308","£36,484"
E01000352,Bexley 021D,E09000004,Bexley,"£40,169","£32,332"
E01000353,Bexley 011A,E09000004,Bexley,"£52,086","£41,962"
E01000354,Bexley 011B,E09000004,Bexley,"£37,948","£30,548"
E01000355,Bexley 011C,E09000004,Bexley,"£45,240","£36,429"
E01000356,Bexley 009A,E09000004,Bexley,"£46,776","£37,671"
E01000357,Bexley 009B,E09000004,Bexley,"£55,127","£44,419"
E01000358,Bexley 011D,E09000004,Bexley,"£47,382","£38,160"
E01000359,Bexley 009C,E09000004,Bexley,"£55,264","£44,530"
E01000360,Bexley 015A,E09000004,Bexley,"£43,315","£34,874"
E01000361,Bexley 020C,E09000004,Bexley,"£46,208","£37,212"
E01000362,Bexley 015B,E09000004,Bexley,"£47,421","£38,192"
E01000363,Bexley 020D,E09000004,Bexley,"£51,887","£41,801"
E01000364,Bexley 023A,E09000004,Bexley,"£46,598","£37,527"
